report_id,n_tables,n_ok,n_warn,n_fail
MSR_financial_statements_2023_separate,47,47,0,0
MSR_financial_statements_2024_consolidated,64,64,0,0
MSR_financial_statements_2024_separate,27,27,0,0
MSR_financial_statements_2025_consolidated,114,114,0,0
MSR_financial_statements_2025_separate,52,52,0,0
MWG_financial_statements_2015_consolidated,40,40,0,0
MWG_financial_statements_2015_separate,18,18,0,0
MWG_financial_statements_2016_consolidated,35,35,0,0
MWG_financial_statements_2016_separate,14,14,0,0
MWG_financial_statements_2017_consolidated,49,49,0,0
MWG_financial_statements_2017_separate,22,22,0,0
MWG_financial_statements_2018_consolidated,54,54,0,0
MWG_financial_statements_2018_separate,24,24,0,0
MWG_financial_statements_2019_consolidated,49,49,0,0
MWG_financial_statements_2019_separate,24,24,0,0
MWG_financial_statements_2020_consolidated,52,52,0,0
MWG_financial_statements_2020_separate,30,30,0,0
MWG_financial_statements_2021_consolidated,47,47,0,0
MWG_financial_statements_2021_separate,30,30,0,0
MWG_financial_statements_2022_consolidated,54,54,0,0
MWG_financial_statements_2022_separate,36,36,0,0
MWG_financial_statements_2023_consolidated,52,52,0,0
MWG_financial_statements_2023_separate,32,32,0,0
MWG_financial_statements_2024_consolidated,58,58,0,0
MWG_financial_statements_2024_separate,29,29,0,0
MWG_financial_statements_2025_consolidated,58,58,0,0
MWG_financial_statements_2025_separate,32,32,0,0
NAB_financial_statements_2020_consolidated,112,112,0,0
NAB_financial_statements_2020_separate,112,112,0,0
NAB_financial_statements_2021_consolidated,115,115,0,0
NAB_financial_statements_2021_separate,108,108,0,0
NAB_financial_statements_2022_consolidated_1,116,116,0,0
NAB_financial_statements_2022_consolidated_2,116,116,0,0
NAB_financial_statements_2022_separate,123,123,0,0
NAB_financial_statements_2023_consolidated_1,111,111,0,0
NAB_financial_statements_2023_consolidated_2,111,111,0,0
NAB_financial_statements_2023_separate,115,115,0,0
NAB_financial_statements_2024_consolidated,125,125,0,0
NAB_financial_statements_2024_separate,119,119,0,0
NAB_financial_statements_2025_consolidated,116,116,0,0
NAB_financial_statements_2025_separate,122,122,0,0
NKG_financial_statements_2016_consolidated,62,62,0,0
NKG_financial_statements_2016_separate,65,65,0,0
NKG_financial_statements_2017_consolidated,61,61,0,0
NKG_financial_statements_2017_separate,62,62,0,0
NKG_financial_statements_2018_consolidated,62,62,0,0
NKG_financial_statements_2018_separate,56,56,0,0
NKG_financial_statements_2019_consolidated,49,49,0,0
NKG_financial_statements_2019_separate,51,51,0,0
NKG_financial_statements_2020_consolidated,63,63,0,0
NKG_financial_statements_2020_separate,59,59,0,0
NKG_financial_statements_2021_consolidated,57,57,0,0
NKG_financial_statements_2021_separate,60,60,0,0
NKG_financial_statements_2022_consolidated,61,61,0,0
NKG_financial_statements_2022_separate,67,67,0,0
NKG_financial_statements_2023_consolidated,60,60,0,0
NKG_financial_statements_2023_separate,64,64,0,0
NKG_financial_statements_2024_consolidated,61,61,0,0
NKG_financial_statements_2024_separate,66,66,0,0
NKG_financial_statements_2025_consolidated,62,62,0,0
NKG_financial_statements_2025_separate,63,63,0,0
NLG_financial_statements_2015_consolidated,67,67,0,0
NLG_financial_statements_2015_separate,68,68,0,0
NLG_financial_statements_2016_consolidated,63,63,0,0
NLG_financial_statements_2016_separate,63,63,0,0
NLG_financial_statements_2017_consolidated,59,59,0,0
NLG_financial_statements_2017_separate,59,59,0,0
NLG_financial_statements_2018_consolidated,58,58,0,0
NLG_financial_statements_2018_separate,60,60,0,0
NLG_financial_statements_2019_consolidated,76,76,0,0
NLG_financial_statements_2019_separate,59,59,0,0
NLG_financial_statements_2020_consolidated,68,68,0,0
NLG_financial_statements_2020_separate,58,58,0,0
NLG_financial_statements_2021_consolidated,78,78,0,0
NLG_financial_statements_2021_separate,64,64,0,0
NLG_financial_statements_2022_consolidated,72,72,0,0
NLG_financial_statements_2022_separate,65,65,0,0
NLG_financial_statements_2023_consolidated,74,74,0,0
NLG_financial_statements_2023_separate,66,66,0,0
NLG_financial_statements_2024_consolidated,76,76,0,0
NLG_financial_statements_2024_separate,140,140,0,0
NLG_financial_statements_2025_consolidated,150,150,0,0
NLG_financial_statements_2025_separate,145,145,0,0
NVB_financial_statements_2015_consolidated,60,60,0,0
NVB_financial_statements_2015_separate,64,64,0,0
NVB_financial_statements_2016_consolidated,63,63,0,0
NVB_financial_statements_2016_separate,66,66,0,0
NVB_financial_statements_2017_consolidated,61,61,0,0
NVB_financial_statements_2017_separate,64,64,0,0
NVB_financial_statements_2018_consolidated,11,11,0,0
NVB_financial_statements_2018_separate,10,10,0,0
NVB_financial_statements_2019_consolidated,58,58,0,0
NVB_financial_statements_2019_separate,64,64,0,0
NVB_financial_statements_2020_consolidated_1,60,60,0,0
NVB_financial_statements_2020_consolidated_2,60,60,0,0
NVB_financial_statements_2020_separate,58,58,0,0
NVB_financial_statements_2021_consolidated,57,57,0,0
NVB_financial_statements_2021_separate,59,59,0,0
NVB_financial_statements_2022_consolidated,64,64,0,0
NVB_financial_statements_2022_separate,57,57,0,0
NVB_financial_statements_2023_consolidated,58,58,0,0
NVB_financial_statements_2023_separate,59,59,0,0
NVB_financial_statements_2024_consolidated,63,63,0,0
NVB_financial_statements_2024_separate,62,62,0,0
NVB_financial_statements_2025_consolidated,67,67,0,0
NVB_financial_statements_2025_separate,70,70,0,0
NVL_financial_statements_2016_consolidated,91,91,0,0
NVL_financial_statements_2016_separate,100,100,0,0
NVL_financial_statements_2017_consolidated,106,106,0,0
NVL_financial_statements_2017_separate,93,93,0,0
NVL_financial_statements_2018_consolidated,112,112,0,0
NVL_financial_statements_2018_separate,86,86,0,0
NVL_financial_statements_2019_consolidated,95,95,0,0
NVL_financial_statements_2019_separate,102,102,0,0
NVL_financial_statements_2020_consolidated,105,105,0,0
NVL_financial_statements_2020_separate,89,89,0,0
NVL_financial_statements_2021_consolidated,89,89,0,0
NVL_financial_statements_2021_separate,79,79,0,0
NVL_financial_statements_2022_consolidated,99,99,0,0
NVL_financial_statements_2022_separate,89,89,0,0
NVL_financial_statements_2023_consolidated,88,88,0,0
NVL_financial_statements_2023_separate,95,95,0,0
NVL_financial_statements_2024_consolidated,85,85,0,0
NVL_financial_statements_2024_separate,86,86,0,0
NVL_financial_statements_2025_consolidated,85,85,0,0
NVL_financial_statements_2025_separate,88,88,0,0
OCB_financial_statements_2017_consolidated,102,102,0,0
OCB_financial_statements_2017_separate,104,104,0,0
OCB_financial_statements_2018_consolidated,95,95,0,0
OCB_financial_statements_2018_separate,105,105,0,0
OCB_financial_statements_2019_consolidated,97,97,0,0
OCB_financial_statements_2019_separate,106,106,0,0
OCB_financial_statements_2020_consolidated,100,100,0,0
OCB_financial_statements_2020_separate,98,98,0,0
OCB_financial_statements_2021_consolidated,101,101,0,0
OCB_financial_statements_2021_separate,102,102,0,0
OCB_financial_statements_2022_consolidated_1,104,104,0,0
OCB_financial_statements_2022_consolidated_2,104,104,0,0
OCB_financial_statements_2022_separate_1,113,113,0,0
OCB_financial_statements_2022_separate_2,113,113,0,0
OCB_financial_statements_2023_consolidated,105,105,0,0
OCB_financial_statements_2023_separate,110,110,0,0
OCB_financial_statements_2024_consolidated,215,215,0,0
OCB_financial_statements_2024_separate,219,219,0,0
OCB_financial_statements_2025_consolidated,248,248,0,0
OCB_financial_statements_2025_separate,240,240,0,0
OGC_financial_statements_2015_consolidated,83,83,0,0
OGC_financial_statements_2015_separate,55,55,0,0
OGC_financial_statements_2016_consolidated,64,64,0,0
OGC_financial_statements_2016_separate,53,53,0,0
OGC_financial_statements_2017_consolidated,71,71,0,0
OGC_financial_statements_2017_separate,57,57,0,0
OGC_financial_statements_2018_consolidated,70,70,0,0
OGC_financial_statements_2018_separate,55,55,0,0
OGC_financial_statements_2019_consolidated,74,74,0,0
OGC_financial_statements_2019_separate,54,54,0,0
OGC_financial_statements_2020_consolidated,72,72,0,0
OGC_financial_statements_2020_separate,56,56,0,0
OGC_financial_statements_2021_consolidated,60,60,0,0
OGC_financial_statements_2022_consolidated,63,63,0,0
OGC_financial_statements_2022_separate,54,54,0,0
OGC_financial_statements_2023_consolidated,65,65,0,0
OGC_financial_statements_2023_separate,57,57,0,0
OGC_financial_statements_2024_consolidated,64,64,0,0
OGC_financial_statements_2024_separate,41,41,0,0
OGC_financial_statements_2025_consolidated,61,61,0,0
OGC_financial_statements_2025_separate,44,44,0,0
PC1_financial_statements_2015_consolidated,57,57,0,0
PC1_financial_statements_2015_separate,51,51,0,0
PC1_financial_statements_2016_consolidated,63,63,0,0
PC1_financial_statements_2016_separate,61,61,0,0
PC1_financial_statements_2017_consolidated,58,58,0,0
PC1_financial_statements_2017_separate,54,54,0,0
PC1_financial_statements_2018_consolidated,66,66,0,0
PC1_financial_statements_2018_separate,60,60,0,0
PC1_financial_statements_2019_consolidated,67,67,0,0
PC1_financial_statements_2019_separate,59,59,0,0
PC1_financial_statements_2020_consolidated,67,67,0,0
PC1_financial_statements_2020_separate,62,62,0,0
PC1_financial_statements_2021_consolidated,75,75,0,0
PC1_financial_statements_2021_separate,62,62,0,0
PC1_financial_statements_2022_consolidated,73,73,0,0
PC1_financial_statements_2022_separate,67,67,0,0
PC1_financial_statements_2023_consolidated,77,77,0,0
PC1_financial_statements_2023_separate,67,67,0,0
PC1_financial_statements_2024_consolidated,84,84,0,0
PC1_financial_statements_2024_separate,70,70,0,0
PC1_financial_statements_2025_consolidated,68,68,0,0
PC1_financial_statements_2025_separate,66,66,0,0
PDR_financial_statements_2015_separate,48,48,0,0
PDR_financial_statements_2016_separate,54,54,0,0
PDR_financial_statements_2017_separate,47,47,0,0
PDR_financial_statements_2018_separate,49,49,0,0
PDR_financial_statements_2019_separate,63,63,0,0
PDR_financial_statements_2020_separate,55,55,0,0
PDR_financial_statements_2021_separate,54,54,0,0
PDR_financial_statements_2022_separate,63,63,0,0
PDR_financial_statements_2023_separate,79,79,0,0
PDR_financial_statements_2024_separate,76,76,0,0
PDR_financial_statements_2025_consolidated,67,67,0,0
PDR_financial_statements_2025_separate,79,79,0,0
PLX_financial_statements_2015_consolidated,59,59,0,0
PLX_financial_statements_2015_separate,49,49,0,0
PLX_financial_statements_2016_consolidated,62,62,0,0
PLX_financial_statements_2016_separate,53,53,0,0
PLX_financial_statements_2017_consolidated,56,56,0,0
PLX_financial_statements_2018_consolidated,60,60,0,0
PLX_financial_statements_2018_separate,54,54,0,0
PLX_financial_statements_2019_consolidated,67,67,0,0
PLX_financial_statements_2019_separate,59,59,0,0
PLX_financial_statements_2020_consolidated,68,68,0,0
PLX_financial_statements_2020_separate,53,53,0,0
PLX_financial_statements_2021_consolidated,68,68,0,0
PLX_financial_statements_2021_separate,57,57,0,0
PLX_financial_statements_2022_consolidated,65,65,0,0
PLX_financial_statements_2022_separate,56,56,0,0
PLX_financial_statements_2023_consolidated,66,66,0,0
PLX_financial_statements_2023_separate,53,53,0,0
PLX_financial_statements_2024_consolidated,74,74,0,0
PLX_financial_statements_2024_separate,54,54,0,0
PLX_financial_statements_2025_consolidated,85,85,0,0
PLX_financial_statements_2025_separate,62,62,0,0
PNJ_financial_statements_2015_consolidated,56,56,0,0
PNJ_financial_statements_2015_separate,57,57,0,0
PNJ_financial_statements_2016_consolidated,58,58,0,0
PNJ_financial_statements_2016_separate,54,54,0,0
PNJ_financial_statements_2017_consolidated,48,48,0,0
PNJ_financial_statements_2017_separate,50,50,0,0
PNJ_financial_statements_2018_consolidated,55,55,0,0
PNJ_financial_statements_2018_separate,73,73,0,0
PNJ_financial_statements_2019_consolidated,52,52,0,0
PNJ_financial_statements_2019_separate,55,55,0,0
PNJ_financial_statements_2020_consolidated,47,47,0,0
PNJ_financial_statements_2020_separate,53,53,0,0
PNJ_financial_statements_2021_consolidated,51,51,0,0
PNJ_financial_statements_2021_separate,56,56,0,0
PNJ_financial_statements_2022_consolidated,61,61,0,0
PNJ_financial_statements_2022_separate,66,66,0,0
PNJ_financial_statements_2023_consolidated,73,73,0,0
PNJ_financial_statements_2023_separate,57,57,0,0
PNJ_financial_statements_2024_consolidated,63,63,0,0
PNJ_financial_statements_2024_separate,63,63,0,0
PNJ_financial_statements_2025_consolidated,127,127,0,0
PNJ_financial_statements_2025_separate,111,111,0,0
POW_financial_statements_2017_consolidated,60,60,0,0
POW_financial_statements_2017_separate,62,62,0,0
POW_financial_statements_2018_consolidated,63,63,0,0
POW_financial_statements_2018_separate,59,59,0,0
POW_financial_statements_2019_consolidated,60,60,0,0
POW_financial_statements_2019_separate,54,54,0,0
POW_financial_statements_2020_consolidated,65,65,0,0
POW_financial_statements_2020_separate,62,62,0,0
POW_financial_statements_2021_consolidated,64,64,0,0
POW_financial_statements_2021_separate,58,58,0,0
POW_financial_statements_2022_consolidated,63,63,0,0
POW_financial_statements_2022_separate,58,58,0,0
POW_financial_statements_2023_consolidated,58,58,0,0
POW_financial_statements_2023_separate,60,60,0,0
POW_financial_statements_2024_consolidated,63,63,0,0
POW_financial_statements_2024_separate,61,61,0,0
POW_financial_statements_2025_consolidated_1,57,57,0,0
POW_financial_statements_2025_consolidated_2,10,10,0,0
POW_financial_statements_2025_separate,61,61,0,0
PRT_financial_statements_2017_consolidated,62,62,0,0
PRT_financial_statements_2017_separate,66,66,0,0
PRT_financial_statements_2018_consolidated,68,68,0,0
PRT_financial_statements_2018_separate,51,51,0,0
PRT_financial_statements_2019_consolidated,76,76,0,0
PRT_financial_statements_2019_separate,61,61,0,0
PRT_2020_financial_statement_explanations,0,0,0,0
PRT_financial_statements_2020_consolidated,74,74,0,0
PRT_financial_statements_2020_separate,59,59,0,0
PRT_2021_explanatory_letters_1,0,0,0,0
PRT_2021_explanatory_letters_2,0,0,0,0
PRT_financial_statements_2021_consolidated,73,73,0,0
PRT_financial_statements_2021_separate,53,53,0,0
PRT_2022_explanatory_letters_1,0,0,0,0
PRT_2022_explanatory_letters_2,0,0,0,0
PRT_financial_statements_2022_consolidated,85,85,0,0
PRT_financial_statements_2022_separate,54,54,0,0
PRT_2023_explanatory_letters_1,0,0,0,0
PRT_2023_explanatory_letters_2,0,0,0,0
PRT_financial_statements_2023_consolidated,74,74,0,0
PRT_financial_statements_2023_separate,61,61,0,0
PRT_2024_financial_statement_explanations_1,1,1,0,0
PRT_2024_financial_statement_explanations_2,1,1,0,0
PRT_financial_statements_2024_consolidated,81,81,0,0
PRT_financial_statements_2024_separate,53,53,0,0
PRT_2025_financial_statement_explanations_1,0,0,0,0
PRT_2025_financial_statement_explanations_2,2,2,0,0
PRT_financial_statements_2025_consolidated,66,66,0,0
PRT_financial_statements_2025_separate,60,60,0,0
PVT_financial_statements_2015_consolidated,70,70,0,0
PVT_financial_statements_2015_separate,67,67,0,0
PVT_financial_statements_2016_consolidated,62,62,0,0
PVT_financial_statements_2016_separate,60,60,0,0
PVT_financial_statements_2017_consolidated,73,73,0,0
PVT_financial_statements_2017_separate,63,63,0,0
PVT_financial_statements_2018_consolidated,71,71,0,0
PVT_financial_statements_2018_separate,57,57,0,0
PVT_financial_statements_2019_consolidated,73,73,0,0
PVT_financial_statements_2019_separate,64,64,0,0
PVT_financial_statements_2020_consolidated,72,72,0,0
PVT_financial_statements_2020_separate,56,56,0,0
PVT_financial_statements_2021_consolidated,72,72,0,0
PVT_financial_statements_2021_separate,61,61,0,0
PVT_financial_statements_2022_consolidated,76,76,0,0
PVT_financial_statements_2022_separate,60,60,0,0
PVT_financial_statements_2023_consolidated,72,72,0,0
PVT_financial_statements_2023_separate,62,62,0,0
PVT_financial_statements_2024_consolidated,74,74,0,0
PVT_financial_statements_2024_separate,65,65,0,0
PVT_financial_statements_2025_consolidated,74,74,0,0
PVT_financial_statements_2025_separate,62,62,0,0
QNS_financial_statements_2015_consolidated,68,68,0,0
QNS_financial_statements_2015_separate,65,65,0,0
QNS_financial_statements_2016_consolidated,70,70,0,0
QNS_financial_statements_2016_separate,72,72,0,0
QNS_financial_statements_2017_consolidated,65,65,0,0
QNS_financial_statements_2017_separate,67,67,0,0
QNS_financial_statements_2018_consolidated,65,65,0,0
QNS_financial_statements_2018_separate,65,65,0,0
QNS_financial_statements_2019_consolidated,60,60,0,0
QNS_financial_statements_2019_separate,57,57,0,0
QNS_financial_statements_2020_consolidated,59,59,0,0
QNS_financial_statements_2020_separate,61,61,0,0
QNS_financial_statements_2021_consolidated,58,58,0,0
QNS_financial_statements_2021_separate,61,61,0,0
QNS_financial_statements_2022_consolidated,64,64,0,0
QNS_financial_statements_2022_separate,63,63,0,0
QNS_financial_statements_2023_consolidated,64,64,0,0
QNS_financial_statements_2023_separate,62,62,0,0
QNS_financial_statements_2024_consolidated,65,65,0,0
QNS_financial_statements_2024_separate,60,60,0,0
QNS_financial_statements_2025_consolidated,62,62,0,0
QNS_financial_statements_2025_separate,60,60,0,0
SAB_financial_statements_2016_consolidated,85,85,0,0
SAB_financial_statements_2016_separate,75,75,0,0
SAB_financial_statements_2017_consolidated,105,105,0,0
SAB_financial_statements_2017_separate,89,89,0,0
SAB_financial_statements_2018_consolidated,88,88,0,0
SAB_financial_statements_2018_separate,76,76,0,0
SAB_financial_statements_2019_separate,82,82,0,0
SAB_financial_statements_2020_consolidated,85,85,0,0
SAB_financial_statements_2020_separate,75,75,0,0
SAB_financial_statements_2021_consolidated,167,167,0,0
SAB_financial_statements_2021_separate,144,144,0,0
SAB_financial_statements_2022_consolidated,170,170,0,0
SAB_financial_statements_2022_separate,144,144,0,0
SAB_financial_statements_2023_consolidated,170,170,0,0
SAB_financial_statements_2023_separate,149,149,0,0
SAB_financial_statements_2024_consolidated,166,166,0,0
SAB_financial_statements_2024_separate,176,176,0,0
SAB_financial_statements_2025_consolidated,85,85,0,0
SAB_financial_statements_2025_separate,76,76,0,0
SAM_financial_statements_2015_consolidated,13,13,0,0
SAM_financial_statements_2015_separate,50,50,0,0
SAM_financial_statements_2016_consolidated,55,55,0,0
SAM_financial_statements_2016_separate,47,47,0,0
SAM_financial_statements_2017_consolidated,83,83,0,0
SAM_financial_statements_2017_separate,56,56,0,0
SAM_financial_statements_2018_consolidated,79,79,0,0
SAM_financial_statements_2018_separate,51,51,0,0
SAM_financial_statements_2019_consolidated,72,72,0,0
SAM_financial_statements_2019_separate,44,44,0,0
SAM_financial_statements_2020_consolidated,73,73,0,0
SAM_financial_statements_2020_separate,48,48,0,0
SAM_financial_statements_2021_consolidated,80,80,0,0
SAM_financial_statements_2021_separate,44,44,0,0
SAM_financial_statements_2022_consolidated,86,86,0,0
SAM_financial_statements_2022_separate,43,43,0,0
SAM_financial_statements_2023_consolidated,71,71,0,0
SAM_financial_statements_2023_separate,51,51,0,0
SAM_financial_statements_2024_consolidated,72,72,0,0
SAM_financial_statements_2024_separate,51,51,0,0
SAM_financial_statements_2025_consolidated,75,75,0,0
SAM_financial_statements_2025_separate,45,45,0,0
SCR_financial_statements_2015_consolidated,81,81,0,0
SCR_financial_statements_2015_separate,66,66,0,0
SCR_financial_statements_2016_consolidated,79,79,0,0
SCR_financial_statements_2016_separate,64,64,0,0
SCR_financial_statements_2017_consolidated,71,71,0,0
SCR_financial_statements_2017_separate,73,73,0,0
SCR_financial_statements_2018_consolidated,84,84,0,0
SCR_financial_statements_2018_separate,73,73,0,0
SCR_financial_statements_2019_consolidated,91,91,0,0
SCR_financial_statements_2019_separate,80,80,0,0
SCR_financial_statements_2020_consolidated,99,99,0,0
SCR_financial_statements_2020_separate,84,84,0,0
SCR_financial_statements_2021_consolidated,102,102,0,0
SCR_financial_statements_2021_separate,82,82,0,0
SCR_financial_statements_2022_consolidated,84,84,0,0
SCR_financial_statements_2022_separate,76,76,0,0
SCR_financial_statements_2023_consolidated,73,73,0,0
SCR_financial_statements_2023_separate,67,67,0,0
SCR_financial_statements_2024_consolidated,78,78,0,0
SCR_financial_statements_2024_separate,69,69,0,0
SCR_financial_statements_2025_consolidated,74,74,0,0
SCR_financial_statements_2025_separate,67,67,0,0
SGB_financial_statements_2015_consolidated,10,10,0,0
SGB_financial_statements_2015_separate,10,10,0,0
SGB_financial_statements_2016_consolidated,75,75,0,0
SGB_financial_statements_2016_separate,68,68,0,0
SGB_financial_statements_2017_consolidated,71,71,0,0
SGB_financial_statements_2017_separate,71,71,0,0
SGB_financial_statements_2018_consolidated,12,12,0,0
SGB_financial_statements_2018_separate,66,66,0,0
SGB_financial_statements_2019_consolidated,69,69,0,0
SGB_financial_statements_2019_separate,63,63,0,0
SGB_financial_statements_2020_consolidated,67,67,0,0
SGB_financial_statements_2020_separate,70,70,0,0
SGB_financial_statements_2021_consolidated,67,67,0,0
SGB_financial_statements_2021_separate,70,70,0,0
SGB_financial_statements_2022_consolidated,71,71,0,0
SGB_financial_statements_2022_separate,73,73,0,0
SGB_financial_statements_2023_consolidated,72,72,0,0
SGB_financial_statements_2023_separate,67,67,0,0
SGB_financial_statements_2024_consolidated,74,74,0,0
SGB_financial_statements_2024_separate,74,74,0,0
SGB_financial_statements_2025_consolidated,67,67,0,0
SGB_financial_statements_2025_separate,70,70,0,0
SHB_financial_statements_2015_consolidated,106,106,0,0
SHB_financial_statements_2015_separate,97,97,0,0
SHB_financial_statements_2016_consolidated,123,123,0,0
SHB_financial_statements_2016_separate,104,104,0,0
SHB_financial_statements_2017_consolidated,85,85,0,0
SHB_financial_statements_2017_separate,81,81,0,0
SHB_financial_statements_2018_consolidated,111,111,0,0
SHB_financial_statements_2018_separate,97,97,0,0
SHB_financial_statements_2019_consolidated,104,104,0,0
SHB_financial_statements_2019_separate,93,93,0,0
SHB_financial_statements_2020_consolidated,112,112,0,0
SHB_financial_statements_2020_separate,90,90,0,0
SHB_financial_statements_2021_consolidated,114,114,0,0
SHB_financial_statements_2021_separate,103,103,0,0
SHB_financial_statements_2022_consolidated,111,111,0,0
SHB_financial_statements_2022_separate,104,104,0,0
SHB_financial_statements_2023_consolidated,105,105,0,0
SHB_financial_statements_2023_separate,97,97,0,0
SHB_financial_statements_2024_consolidated,105,105,0,0
SHB_financial_statements_2024_separate,96,96,0,0
SHB_financial_statements_2025_consolidated,106,106,0,0
SHB_financial_statements_2025_separate,97,97,0,0
SJG_financial_statements_2018_aggregated,75,75,0,0
SJG_financial_statements_2018_consolidated,72,72,0,0
SJG_financial_statements_2019_consolidated,79,79,0,0
SJG_financial_statements_2019_separate,75,75,0,0
SJG_financial_statements_2020_consolidated,78,78,0,0
SJG_financial_statements_2020_separate,75,75,0,0
SJG_financial_statements_2021_consolidated,64,64,0,0
SJG_financial_statements_2021_separate,71,71,0,0
SJG_financial_statements_2022_consolidated,53,53,0,0
SJG_financial_statements_2022_separate,59,59,0,0
SJG_financial_statements_2023_consolidated,58,58,0,0
SJG_financial_statements_2023_separate,64,64,0,0
SJG_financial_statements_2024_aggregated,64,64,0,0
SJG_financial_statements_2024_consolidated,55,55,0,0
SJG_financial_statements_2025_aggregated,62,62,0,0
SJG_financial_statements_2025_consolidated,56,56,0,0
SNZ_financial_statements_2017_consolidated,71,71,0,0
SNZ_financial_statements_2017_separate,57,57,0,0
SNZ_financial_statements_2018_consolidated,67,67,0,0
SNZ_financial_statements_2018_separate,49,49,0,0
SNZ_financial_statements_2019_consolidated,89,89,0,0
SNZ_financial_statements_2019_separate,51,51,0,0
SNZ_financial_statements_2020_consolidated,78,78,0,0
SNZ_financial_statements_2020_separate,52,52,0,0
SNZ_financial_statements_2021_consolidated,74,74,0,0
SNZ_financial_statements_2021_separate,50,50,0,0
SNZ_financial_statements_2022_consolidated,78,78,0,0
SNZ_financial_statements_2022_separate,52,52,0,0
SNZ_financial_statements_2023_consolidated,72,72,0,0
SNZ_financial_statements_2023_separate,55,55,0,0
SNZ_financial_statements_2024_consolidated,74,74,0,0
SNZ_financial_statements_2024_separate,57,57,0,0
SNZ_financial_statements_2025_consolidated,84,84,0,0
SNZ_financial_statements_2025_separate,51,51,0,0
SSB_financial_statements_2020_consolidated,96,96,0,0
SSB_financial_statements_2020_separate,90,90,0,0
SSB_financial_statements_2021_consolidated,103,103,0,0
SSB_financial_statements_2021_separate,95,95,0,0
SSB_financial_statements_2022_consolidated,113,113,0,0
SSB_financial_statements_2022_separate,98,98,0,0
SSB_financial_statements_2023_consolidated,111,111,0,0
SSB_financial_statements_2023_separate,107,107,0,0
SSB_financial_statements_2024_consolidated,111,111,0,0
SSB_financial_statements_2024_separate,102,102,0,0
SSB_financial_statements_2025_consolidated,106,106,0,0
SSB_financial_statements_2025_separate,103,103,0,0
SSH_financial_statements_2020_consolidated,57,57,0,0
SSH_financial_statements_2020_separate,51,51,0,0
SSH_financial_statements_2021_consolidated,58,58,0,0
SSH_financial_statements_2021_separate,54,54,0,0
SSH_financial_statements_2022_consolidated,72,72,0,0
SSH_financial_statements_2022_separate,47,47,0,0
SSH_financial_statements_2023_consolidated,66,66,0,0
SSH_financial_statements_2023_separate,44,44,0,0
SSH_2024_financial_statement_explanations_1,1,1,0,0
SSH_2024_financial_statement_explanations_2,1,1,0,0
SSH_financial_statements_2024_consolidated,66,66,0,0
SSH_financial_statements_2024_separate,45,45,0,0
SSH_2025_financial_statement_explanations_1,2,2,0,0
SSH_2025_financial_statement_explanations_2,2,2,0,0
SSH_financial_statements_2025_consolidated,63,63,0,0
SSH_financial_statements_2025_separate,45,45,0,0
SSI_financial_statements_2015_consolidated,67,67,0,0
SSI_financial_statements_2015_separate,63,63,0,0
SSI_financial_statements_2016_consolidated,112,112,0,0
SSI_financial_statements_2016_separate,107,107,0,0
SSI_financial_statements_2017_consolidated,111,111,0,0
SSI_financial_statements_2017_separate,99,99,0,0
SSI_financial_statements_2018_consolidated,108,108,0,0
SSI_financial_statements_2018_separate,95,95,0,0
SSI_financial_statements_2019_consolidated,111,111,0,0
SSI_financial_statements_2019_separate,101,101,0,0
SSI_financial_statements_2020_consolidated,111,111,0,0
SSI_financial_statements_2020_separate,104,104,0,0
SSI_financial_statements_2021_consolidated,113,113,0,0
SSI_financial_statements_2021_separate,105,105,0,0
SSI_financial_statements_2022_consolidated,114,114,0,0
SSI_financial_statements_2022_separate,105,105,0,0
SSI_financial_statements_2023_consolidated,115,115,0,0
SSI_financial_statements_2023_separate,103,103,0,0
SSI_financial_statements_2024_consolidated,224,224,0,0
SSI_financial_statements_2024_separate,198,198,0,0
SSI_financial_statements_2025_consolidated,115,115,0,0
SSI_financial_statements_2025_separate,101,101,0,0
STB_financial_statements_2015_consolidated,108,108,0,0
STB_financial_statements_2015_separate,110,110,0,0
STB_financial_statements_2016_consolidated,116,116,0,0
STB_financial_statements_2016_separate,116,116,0,0
STB_financial_statements_2017_consolidated,116,116,0,0
STB_financial_statements_2017_separate,121,121,0,0
STB_financial_statements_2018_consolidated,117,117,0,0
STB_financial_statements_2018_separate,111,111,0,0
STB_financial_statements_2019_consolidated,116,116,0,0
STB_financial_statements_2019_separate,116,116,0,0
STB_financial_statements_2020_consolidated,115,115,0,0
STB_financial_statements_2020_separate,114,114,0,0
STB_financial_statements_2021_consolidated,118,118,0,0
STB_financial_statements_2021_separate,118,118,0,0
STB_financial_statements_2022_consolidated,118,118,0,0
STB_financial_statements_2022_separate,116,116,0,0
STB_financial_statements_2023_consolidated,121,121,0,0
STB_financial_statements_2023_separate,118,118,0,0
STB_financial_statements_2024_consolidated,125,125,0,0
STB_financial_statements_2024_separate,118,118,0,0
STB_financial_statements_2025_consolidated,129,129,0,0
STB_financial_statements_2025_separate,111,111,0,0
TTF_financial_statements_2015_consolidated,53,53,0,0
TTF_financial_statements_2015_separate,54,54,0,0
TTF_financial_statements_2016_consolidated,69,69,0,0
TTF_financial_statements_2016_separate,67,67,0,0
TTF_financial_statements_2017_consolidated,71,71,0,0
TTF_financial_statements_2017_separate,74,74,0,0
TTF_financial_statements_2018_consolidated,67,67,0,0
TTF_financial_statements_2018_separate,68,68,0,0
